La velocidad inicial en x es: 63.4415
La velocidad inicial en y es: 29.5833
 t 		 posición en x 			 posición en y 			 velocidad en x 			 velocidad en y 
0			0			0			0			63.4415			29.5833
0.1			6.03726			2.76777			2.90926			57.4043			25.8345
0.2			11.5			5.17879			5.7204			51.9415			22.4425
0.3			16.4429			7.26702			8.4334			46.9987			19.3733
0.4			20.9154			9.06317			11.0483			42.5261			16.5961
0.5			24.9623			10.595			13.565			38.4792			14.0832
0.6			28.6241			11.8878			15.9837			34.8175			11.8095
0.7			31.9374			12.9642			18.3042			31.5041			9.75212
0.8			34.9354			13.8447			20.5266			28.5061			7.89054
0.9			37.6481			14.5482			22.6508			25.7934			6.20611
1			40.1027			15.0913			24.677			23.3388			4.68198
1.1			42.3237			15.4894			26.605			21.1179			3.30288
1.2			44.3333			15.7563			28.4349			19.1082			2.05503
1.3			46.1517			15.9044			30.1667			17.2898			0.925921
1.4			47.7971			15.945			31.8003			15.6445			-0.0957372
1.5			49.2858			15.8884			33.3359			14.1557			-1.02017
1.6			50.6329			15.7439			34.7733			12.8086			-1.85663
1.7			51.8518			15.5198			36.1127			11.5897			-2.6135
1.8			52.9547			15.2236			37.3539			10.4868			-3.29833
1.9			53.9527			14.8623			38.497			9.48886			-3.918
2			54.8557			14.442			39.5419			8.58588			-4.4787
2.1			55.6727			13.9683			40.4888			7.76883			-4.98604
2.2			56.412			13.4464			41.3376			7.02952			-5.4451
2.3			57.081			12.8808			42.0883			6.36058			-5.86048
2.4			57.6863			12.2756			42.7408			5.75529			-6.23632
2.5			58.2339			11.6347			43.2953			5.2076			-6.5764
2.6			58.7295			10.9614			43.7516			4.71203			-6.88412
2.7			59.1779			10.2588			44.1098			4.26362			-7.16255
2.8			59.5837			9.52977			44.37			3.85788			-7.41449
2.9			59.9508			8.77673			44.532			3.49076			-7.64245
3			60.283			8.002			44.5959			3.15857			-7.84872
3.1			60.5836			7.20764			44.5618			2.85799			-8.03536
3.2			60.8555			6.39552			44.4295			2.58602			-8.20424
3.3			61.1016			5.56733			44.1991			2.33993			-8.35705
3.4			61.3243			4.7246			43.8707			2.11725			-8.49532
3.5			61.5258			3.8687			43.4441			1.91577			-8.62043
3.6			61.7081			3.00091			42.9195			1.73346			-8.73363
3.7			61.873			2.12234			42.2967			1.5685			-8.83606
3.8			62.0223			1.23402			41.5759			1.41924			-8.92874
3.9			62.1574			0.336883			40.7569			1.28418			-9.0126
4			62.2796			-0.568235			39.8399			1.16197			-9.08849
4.1			62.3901			-1.48057			38.8248			1.0514			-9.15715
4.2			62.4902			-2.39945			37.7116			0.951343			-9.21928
4.3			62.5807			-3.32423			36.5003			0.86081			-9.27549
4.4			62.6627			-4.25437			35.1909			0.778893			-9.32636
4.5			62.7368			-5.18934			33.7835			0.704772			-9.37238
4.6			62.8038			-6.1287			32.2779			0.637704			-9.41403
4.7			62.8645			-7.07201			30.6743			0.577018			-9.45171
4.8			62.9194			-8.01892			28.9725			0.522108			-9.4858
4.9			62.9691			-8.96907			27.1727			0.472423			-9.51665
5			63.0141			-9.92215			25.2749			0.427466			-9.54457
5.1			63.0548			-10.8779			23.2789			0.386787			-9.56983
5.2			63.0916			-11.836			21.1848			0.349979			-9.59268
5.3			63.1249			-12.7964			18.9927			0.316674			-9.61336
5.4			63.155			-13.7586			16.7025			0.286539			-9.63208
5.5			63.1823			-14.7227			14.3142			0.259271			-9.64901
5.6			63.2069			-15.6884			11.8279			0.234598			-9.66433
5.7			63.2293			-16.6555			9.24346			0.212273			-9.67819
5.8			63.2495			-17.624			6.56096			0.192073			-9.69073
5.9			63.2678			-18.5936			3.78039			0.173795			-9.70208
6			63.2843			-19.5644			0.901741			0.157256			-9.71235
